Year,country_code,country_name,gdp,income_group,region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change
1970,ASM,American Samoa,0.0,High income,East Asia & Pacific,27075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,ASM,American Samoa,0.0,High income,East Asia & Pacific,27593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,ASM,American Samoa,0.0,High income,East Asia & Pacific,28063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,ASM,American Samoa,0.0,High income,East Asia & Pacific,28529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,ASM,American Samoa,0.0,High income,East Asia & Pacific,29012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,ASM,American Samoa,0.0,High income,East Asia & Pacific,29573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,ASM,American Samoa,0.0,High income,East Asia & Pacific,30198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,ASM,American Samoa,0.0,High income,East Asia & Pacific,30816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,ASM,American Samoa,0.0,High income,East Asia & Pacific,31428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,ASM,American Samoa,0.0,High income,East Asia & Pacific,32045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,ASM,American Samoa,0.0,High income,East Asia & Pacific,32886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,ASM,American Samoa,0.0,High income,East Asia & Pacific,34059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,ASM,American Samoa,0.0,High income,East Asia & Pacific,35367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,ASM,American Samoa,0.0,High income,East Asia & Pacific,36735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,ASM,American Samoa,0.0,High income,East Asia & Pacific,38168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,ASM,American Samoa,0.0,High income,East Asia & Pacific,39663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,ASM,American Samoa,0.0,High income,East Asia & Pacific,41221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,ASM,American Samoa,0.0,High income,East Asia & Pacific,42842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,ASM,American Samoa,0.0,High income,East Asia & Pacific,44532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,ASM,American Samoa,0.0,High income,East Asia & Pacific,46288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,ASM,American Samoa,0.0,High income,East Asia & Pacific,47818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,ASM,American Samoa,0.0,High income,East Asia & Pacific,48992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,ASM,American Samoa,0.0,High income,East Asia & Pacific,50078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,ASM,American Samoa,0.0,High income,East Asia & Pacific,51174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,ASM,American Samoa,0.0,High income,East Asia & Pacific,52288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,ASM,American Samoa,0.0,High income,East Asia & Pacific,53401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,ASM,American Samoa,0.0,High income,East Asia & Pacific,54500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,ASM,American Samoa,0.0,High income,East Asia & Pacific,55578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,ASM,American Samoa,0.0,High income,East Asia & Pacific,56603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,ASM,American Samoa,0.0,High income,East Asia & Pacific,57594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ASM,American Samoa,0.0,High income,East Asia & Pacific,58230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,ASM,American Samoa,0.0,High income,East Asia & Pacific,58324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,ASM,American Samoa,0.0,High income,East Asia & Pacific,58177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,ASM,American Samoa,0.0,High income,East Asia & Pacific,57941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,ASM,American Samoa,0.0,High income,East Asia & Pacific,57626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,ASM,American Samoa,0.0,High income,East Asia & Pacific,57254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,ASM,American Samoa,0.0,High income,East Asia & Pacific,56837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,ASM,American Samoa,0.0,High income,East Asia & Pacific,56383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,ASM,American Samoa,0.0,High income,East Asia & Pacific,55891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,ASM,American Samoa,0.0,High income,East Asia & Pacific,55366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,ASM,American Samoa,0.0,High income,East Asia & Pacific,54849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,ASM,American Samoa,0.0,High income,East Asia & Pacific,54310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,ASM,American Samoa,0.0,High income,East Asia & Pacific,53691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,ASM,American Samoa,0.0,High income,East Asia & Pacific,52995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,ASM,American Samoa,0.0,High income,East Asia & Pacific,52217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,ASM,American Samoa,0.0,High income,East Asia & Pacific,51368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,ASM,American Samoa,0.0,High income,East Asia & Pacific,50448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,ASM,American Samoa,0.0,High income,East Asia & Pacific,49463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,ASM,American Samoa,0.0,High income,East Asia & Pacific,48424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,ASM,American Samoa,0.0,High income,East Asia & Pacific,47321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ASM,American Samoa,0.0,High income,East Asia & Pacific,46189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,ASM,American Samoa,0.0,High income,East Asia & Pacific,45035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ASM,American Samoa,0.0,High income,East Asia & Pacific,44273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,AND,Andorra,0.0,High income,Europe & Central Asia,19860.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1971,AND,Andorra,0.0,High income,Europe & Central Asia,21322.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1972,AND,Andorra,0.0,High income,Europe & Central Asia,22832.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1973,AND,Andorra,0.0,High income,Europe & Central Asia,24393.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1974,AND,Andorra,0.0,High income,Europe & Central Asia,26003.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1975,AND,Andorra,0.0,High income,Europe & Central Asia,27640.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1976,AND,Andorra,0.0,High income,Europe & Central Asia,29294.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1977,AND,Andorra,0.0,High income,Europe & Central Asia,30949.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1978,AND,Andorra,0.0,High income,Europe & Central Asia,32574.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1979,AND,Andorra,0.0,High income,Europe & Central Asia,34142.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1980,AND,Andorra,0.0,High income,Europe & Central Asia,35611.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1981,AND,Andorra,0.0,High income,Europe & Central Asia,36987.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1982,AND,Andorra,0.0,High income,Europe & Central Asia,38598.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1983,AND,Andorra,0.0,High income,Europe & Central Asia,40432.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1984,AND,Andorra,0.0,High income,Europe & Central Asia,42181.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1985,AND,Andorra,0.0,High income,Europe & Central Asia,43809.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1986,AND,Andorra,0.0,High income,Europe & Central Asia,45605.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1987,AND,Andorra,0.0,High income,Europe & Central Asia,47635.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1988,AND,Andorra,0.0,High income,Europe & Central Asia,49654.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1989,AND,Andorra,0.0,High income,Europe & Central Asia,51639.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1990,AND,Andorra,0.0,High income,Europe & Central Asia,53569.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1991,AND,Andorra,0.0,High income,Europe & Central Asia,55434.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1992,AND,Andorra,0.0,High income,Europe & Central Asia,57283.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1993,AND,Andorra,0.0,High income,Europe & Central Asia,59156.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1994,AND,Andorra,0.0,High income,Europe & Central Asia,61037.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1995,AND,Andorra,0.0,High income,Europe & Central Asia,62928.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1996,AND,Andorra,0.0,High income,Europe & Central Asia,64147.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1997,AND,Andorra,0.0,High income,Europe & Central Asia,64682.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1998,AND,Andorra,0.0,High income,Europe & Central Asia,65186.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1999,AND,Andorra,0.0,High income,Europe & Central Asia,65655.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2000,AND,Andorra,0.0,High income,Europe & Central Asia,66097.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2001,AND,Andorra,0.0,High income,Europe & Central Asia,67820.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2002,AND,Andorra,0.0,High income,Europe & Central Asia,70849.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2003,AND,Andorra,0.0,High income,Europe & Central Asia,73907.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2004,AND,Andorra,0.0,High income,Europe & Central Asia,76933.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2005,AND,Andorra,0.0,High income,Europe & Central Asia,79826.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2006,AND,Andorra,0.0,High income,Europe & Central Asia,80221.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2007,AND,Andorra,0.0,High income,Europe & Central Asia,78168.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2008,AND,Andorra,0.0,High income,Europe & Central Asia,76055.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2009,AND,Andorra,0.0,High income,Europe & Central Asia,73852.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2010,AND,Andorra,0.0,High income,Europe & Central Asia,71519.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2011,AND,Andorra,0.0,High income,Europe & Central Asia,70567.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2012,AND,Andorra,0.0,High income,Europe & Central Asia,71013.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2013,AND,Andorra,0.0,High income,Europe & Central Asia,71367.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2014,AND,Andorra,0.0,High income,Europe & Central Asia,71621.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2015,AND,Andorra,0.0,High income,Europe & Central Asia,71746.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2016,AND,Andorra,0.0,High income,Europe & Central Asia,72540.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2017,AND,Andorra,0.0,High income,Europe & Central Asia,73837.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2018,AND,Andorra,0.0,High income,Europe & Central Asia,75013.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2019,AND,Andorra,0.668748058,High income,Europe & Central Asia,76343.0,0.0,91484853.44,276.38421335289416,21100000.0,31551493.49233699,18608450.97245453,0.0,0.0
2020,AND,Andorra,1.64013507,High income,Europe & Central Asia,77700.0,124.72191345971564,83804274.98,610.2486967824968,47416323.74,28910011.50289409,18608450.97245453,0.0,0.0
2021,AND,Andorra,0.0,High income,Europe & Central Asia,79034.0,0.0,70514090.7,0.0,0.0,0.0,18608450.97245453,0.0,0.0
2022,AND,Andorra,0.0,High income,Europe & Central Asia,79824.0,0.0,0.0,0.0,0.0,0.0,18608450.97245453,0.0,0.0
1970,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,6029700.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1971,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,6177049.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1972,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,6364731.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1973,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,6578230.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1974,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,6802494.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1975,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,7032713.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1976,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,7266780.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1977,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,7511895.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1978,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,7771590.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1979,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,8043218.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1980,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,8330047.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1981,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,8631457.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1982,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,8947152.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1983,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,9276707.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1984,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,9617702.0,0.0,0.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1985,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,9970621.0,0.0,79000000.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1986,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,10332574.0,0.0,89000000.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1987,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,10694057.0,0.0,77000000.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1988,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,11060261.0,0.0,71000000.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1989,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,11439498.0,0.0,104000000.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1990,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,11828638.0,0.0,150000000.0,0.0,0.0,0.0,20767536.933934383,0.0,0.0
1991,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,12228691.0,0.0,124500000.0,0.0,0.0,0.0,20767536.933934383,4.489,0.0
1992,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,12632507.0,0.0,121637000.0,0.0,0.0,0.0,20767536.933934383,4.487,-0.0019999999999997
1993,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,13038270.0,0.0,132900000.0,0.0,0.0,0.0,20767536.933934383,4.531,0.0439999999999995
1994,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,13462031.0,0.0,148900000.0,0.0,0.0,0.0,20767536.933934383,4.395,-0.1360000000000001
1995,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,13912253.0,0.0,209546000.0,0.0,0.0,0.0,20767536.933934383,4.304,-0.0909999999999993
1996,AGO,Angola,0.068314396,Lower middle income,Sub-Saharan Africa,14383350.0,0.0,173802000.0,0.3574966888798506,5142000.0,75269640.09167263,20767536.933934383,4.274,-0.0300000000000002
1997,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,14871146.0,0.0,179950000.0,0.0,0.0,0.0,20767536.933934383,4.262,-0.0120000000000004
1998,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,15366864.0,0.0,201650000.0,0.0,0.0,0.0,20767536.933934383,4.234,-0.0279999999999995
1999,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,15870753.0,0.0,263070000.0,0.0,0.0,0.0,20767536.933934383,4.206,-0.0279999999999995
2000,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,16394062.0,0.0,266290000.0,0.0,0.0,0.0,20767536.933934383,4.163,-0.0430000000000001
2001,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,16941587.0,0.0,216060000.0,0.0,0.0,0.0,20767536.933934383,4.119,-0.0440000000000004
2002,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,17516139.0,0.0,223507959.1,0.0,0.0,0.0,20767536.933934383,4.043,-0.0759999999999996
2003,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,18124342.0,0.0,229849970.0,0.0,0.0,0.0,20767536.933934383,4.043,0.0
2004,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,18771125.0,0.0,296009591.2,0.0,0.0,0.0,20767536.933934383,3.972,-0.0710000000000001
2005,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,19450959.0,-100.0,214905215.9,0.0,0.0,0.0,20767536.933934383,3.915,-0.0569999999999999
2006,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,20162340.0,0.0,412666785.0,0.0,0.0,0.0,20767536.933934383,3.882,-0.0329999999999999
2007,AGO,Angola,0.0,Lower middle income,Sub-Saharan Africa,20909684.0,0.0,602671451.3,0.0,0.0,0.0,20767536.933934383,3.827,-0.0550000000000001
2008,AGO,Angola,0.092709778,Lower middle income,Sub-Saharan Africa,21691522.0,inf,669453676.0,3.784151245818528,82084000.0,885386652.527633,20767536.933934383,3.791,-0.036
2009,AGO,Angola,0.000230927,Lower middle income,Sub-Saharan Africa,22507674.0,-99.80220444910093,715962015.8,0.0072134730581223,162358.5,703072832.5401534,20767536.933934383,3.78,-0.0110000000000001
2010,AGO,Angola,0.021997725,Lower middle income,Sub-Saharan Africa,23364185.0,10969.35392972958,714458886.0,0.7692130926030589,17972037.0,816995257.4641242,20767536.933934383,9.43,5.65
2011,AGO,Angola,0.000187096,Lower middle income,Sub-Saharan Africa,24259111.0,-98.86072402365964,564261541.6,0.0084401732610894,204751.1,1094363855.9883697,20767536.933934383,7.36,-2.0699999999999994
2012,AGO,Angola,0.032279545,Lower middle income,Sub-Saharan Africa,25188292.0,19606.29412491557,2051320868.0,1.6018892424305706,40348853.99,1249982116.8483014,20767536.933934383,8.064,0.7039999999999997
2013,AGO,Angola,0.027464001,Lower middle income,Sub-Saharan Africa,26147002.0,-9.198384298398754,2395965856.0,1.4012088781727252,36637411.34,1334015802.7229905,20767536.933934383,8.834,0.7699999999999996
2014,AGO,Angola,0.022566393,Lower middle income,Sub-Saharan Africa,27128337.0,-15.46586361524308,2746615873.0,1.1416519659867097,30971119.27,1372444380.898622,20767536.933934383,9.58,0.7460000000000004
2015,AGO,Angola,0.012743408,Lower middle income,Sub-Saharan Africa,28127721.0,-64.11265765662463,1252909012.0,0.3951515161857585,11114711.6,872193027.1713815,20767536.933934383,9.584,0.0039999999999995
2016,AGO,Angola,0.008001623,Lower middle income,Sub-Saharan Africa,29154746.0,-64.11919154069639,1176110314.0,0.1367889941486713,3988048.38,498404933.5990961,20767536.933934383,9.586,0.0020000000000006
2017,AGO,Angola,0.002056168,Lower middle income,Sub-Saharan Africa,30208628.0,-64.4388506640935,961415276.2,0.0469467146935637,1418195.84,689727609.8062027,20767536.933934383,9.535,-0.0510000000000001
2018,AGO,Angola,0.002030065,Lower middle income,Sub-Saharan Africa,31273533.0,11.356069835883863,681627015.5,0.0504978810676747,1579247.15,777929352.015822,20767536.933934383,9.522,-0.0129999999999999
