Year,country_code,country_name,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration,gdp,remittance_to_gdp_ratio1
2020,DZA,Algeria,Lower middle income,Middle East & North Africa,43451666,-4.828529521,149253465.3,39.1149314,1699608935.0,1457437229.0,692382805.7,12.248,1.753,-18797,146000000000.0,0.011641157089041097
2021,DZA,Algeria,Lower middle income,Middle East & North Africa,44177969,5.445371585,83259319.41,40.56680281,1792158957.0,1634722333.0,692382805.7,11.747,-0.501,-18797,163000000000.0,0.010994840226993865
2022,DZA,Algeria,Lower middle income,Middle East & North Africa,44903225,-1.776245733,82202373.77,39.20265883,1760325810.0,1919128894.0,692382805.7,11.55,-0.197,0,192000000000.0,0.00916836359375
1970,AND,Andorra,High income,Europe & Central Asia,19860,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1132,78617622.62,0.0
1971,AND,Andorra,High income,Europe & Central Asia,21322,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1163,89406587.66,0.0
1972,AND,Andorra,High income,Europe & Central Asia,22832,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1180,113414399.2,0.0
1973,AND,Andorra,High income,Europe & Central Asia,24393,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1208,150841573.5,0.0
1974,AND,Andorra,High income,Europe & Central Asia,26003,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1223,186557164.0,0.0
1975,AND,Andorra,High income,Europe & Central Asia,27640,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1235,220112879.8,0.0
1976,AND,Andorra,High income,Europe & Central Asia,29294,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1294,227284061.5,0.0
1977,AND,Andorra,High income,Europe & Central Asia,30949,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1294,253998001.2,0.0
1978,AND,Andorra,High income,Europe & Central Asia,32574,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1278,308020288.9,0.0
1979,AND,Andorra,High income,Europe & Central Asia,34142,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1210,411548365.7,0.0
1980,AND,Andorra,High income,Europe & Central Asia,35611,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,959,446377571.5,0.0
1981,AND,Andorra,High income,Europe & Central Asia,36987,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,931,388982990.5,0.0
1982,AND,Andorra,High income,Europe & Central Asia,38598,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1387,375914806.5,0.0
1983,AND,Andorra,High income,Europe & Central Asia,40432,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1386,327849981.5,0.0
1984,AND,Andorra,High income,Europe & Central Asia,42181,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1389,330073057.0,0.0
1985,AND,Andorra,High income,Europe & Central Asia,43809,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1219,346742876.3,0.0
1986,AND,Andorra,High income,Europe & Central Asia,45605,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1678,481996191.3,0.0
1987,AND,Andorra,High income,Europe & Central Asia,47635,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1710,611300147.3,0.0
1988,AND,Andorra,High income,Europe & Central Asia,49654,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1662,721425971.8,0.0
1989,AND,Andorra,High income,Europe & Central Asia,51639,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1616,795489464.0,0.0
1990,AND,Andorra,High income,Europe & Central Asia,53569,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1589,1028989394.0,0.0
1991,AND,Andorra,High income,Europe & Central Asia,55434,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1501,1106891025.0,0.0
1992,AND,Andorra,High income,Europe & Central Asia,57283,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1446,1209992650.0,0.0
1993,AND,Andorra,High income,Europe & Central Asia,59156,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1530,1007090915.0,0.0
1994,AND,Andorra,High income,Europe & Central Asia,61037,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1474,1017544675.0,0.0
1995,AND,Andorra,High income,Europe & Central Asia,62928,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1588,1178745314.0,0.0
1996,AND,Andorra,High income,Europe & Central Asia,64147,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,182,1224023416.0,0.0
1997,AND,Andorra,High income,Europe & Central Asia,64682,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,140,1180646068.0,0.0
1998,AND,Andorra,High income,Europe & Central Asia,65186,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,183,1211953954.0,0.0
1999,AND,Andorra,High income,Europe & Central Asia,65655,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,39,1239840270.0,0.0
2000,AND,Andorra,High income,Europe & Central Asia,66097,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,146,1429048106.0,0.0
2001,AND,Andorra,High income,Europe & Central Asia,67820,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,2690,1546912332.0,0.0
2002,AND,Andorra,High income,Europe & Central Asia,70849,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,2690,1755989899.0,0.0
2003,AND,Andorra,High income,Europe & Central Asia,73907,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,2722,2361635782.0,0.0
2004,AND,Andorra,High income,Europe & Central Asia,76933,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,2744,2895047587.0,0.0
2005,AND,Andorra,High income,Europe & Central Asia,79826,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,2467,3159826892.0,0.0
2006,AND,Andorra,High income,Europe & Central Asia,80221,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,-2420,3456265062.0,0.0
2007,AND,Andorra,High income,Europe & Central Asia,78168,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,-2446,3952397735.0,0.0
2008,AND,Andorra,High income,Europe & Central Asia,76055,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,-2584,4085781939.0,0.0
2009,AND,Andorra,High income,Europe & Central Asia,73852,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,-2678,3674188229.0,0.0
2010,AND,Andorra,High income,Europe & Central Asia,71519,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,-2864,3449925739.0,0.0
2011,AND,Andorra,High income,Europe & Central Asia,70567,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,27,3629133575.0,0.0
2012,AND,Andorra,High income,Europe & Central Asia,71013,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,33,3188652765.0,0.0
2013,AND,Andorra,High income,Europe & Central Asia,71367,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,12,3193512950.0,0.0
2014,AND,Andorra,High income,Europe & Central Asia,71621,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,-84,3271685597.0,0.0
2015,AND,Andorra,High income,Europe & Central Asia,71746,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,-232,2789881259.0,0.0
2016,AND,Andorra,High income,Europe & Central Asia,72540,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1303,2896610480.0,0.0
2017,AND,Andorra,High income,Europe & Central Asia,73837,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,887,3000162081.0,0.0
2018,AND,Andorra,High income,Europe & Central Asia,75013,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,1184,3218419897.0,0.0
2019,AND,Andorra,High income,Europe & Central Asia,76343,0.0,91484853.44,276.3842134,21100000.0,31551493.49,18608450.97,0.0,0.0,1238,3155149348.0,0.006687480582614881
2020,AND,Andorra,High income,Europe & Central Asia,77700,124.7219135,83804274.98,610.2486968,47416323.74,28910011.5,18608450.97,0.0,0.0,1474,2891001149.0,0.01640135070731513
2021,AND,Andorra,High income,Europe & Central Asia,79034,0.0,70514090.7,0.0,0.0,0.0,18608450.97,0.0,0.0,1377,3325145407.0,0.0
2022,AND,Andorra,High income,Europe & Central Asia,79824,0.0,0.0,0.0,0.0,0.0,18608450.97,0.0,0.0,0,3352032737.0,0.0
1970,AGO,Angola,Lower middle income,Sub-Saharan Africa,6029700,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,-36455,0.0,
1971,AGO,Angola,Lower middle income,Sub-Saharan Africa,6177049,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,3219,0.0,
1972,AGO,Angola,Lower middle income,Sub-Saharan Africa,6364731,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,35014,0.0,
1973,AGO,Angola,Lower middle income,Sub-Saharan Africa,6578230,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,40182,0.0,
1974,AGO,Angola,Lower middle income,Sub-Saharan Africa,6802494,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,39146,0.0,
1975,AGO,Angola,Lower middle income,Sub-Saharan Africa,7032713,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,38725,0.0,
1976,AGO,Angola,Lower middle income,Sub-Saharan Africa,7266780,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,35245,0.0,
1977,AGO,Angola,Lower middle income,Sub-Saharan Africa,7511895,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,44937,0.0,
1978,AGO,Angola,Lower middle income,Sub-Saharan Africa,7771590,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,45001,0.0,
1979,AGO,Angola,Lower middle income,Sub-Saharan Africa,8043218,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,47175,0.0,
1980,AGO,Angola,Lower middle income,Sub-Saharan Africa,8330047,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,53078,5930503401.0,0.0
1981,AGO,Angola,Lower middle income,Sub-Saharan Africa,8631457,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,52138,5550483036.0,0.0
1982,AGO,Angola,Lower middle income,Sub-Saharan Africa,8947152,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,55830,5550483036.0,0.0
1983,AGO,Angola,Lower middle income,Sub-Saharan Africa,9276707,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,61000,5784341596.0,0.0
1984,AGO,Angola,Lower middle income,Sub-Saharan Africa,9617702,0.0,0.0,0.0,0.0,0.0,20767536.93,0.0,0.0,57744,6131475065.0,0.0
1985,AGO,Angola,Lower middle income,Sub-Saharan Africa,9970621,0.0,79000000.0,0.0,0.0,0.0,20767536.93,0.0,0.0,54953,7554065410.0,0.0
1986,AGO,Angola,Lower middle income,Sub-Saharan Africa,10332574,0.0,89000000.0,0.0,0.0,0.0,20767536.93,0.0,0.0,47774,7072536109.0,0.0
1987,AGO,Angola,Lower middle income,Sub-Saharan Africa,10694057,0.0,77000000.0,0.0,0.0,0.0,20767536.93,0.0,0.0,46192,8084412414.0,0.0
1988,AGO,Angola,Lower middle income,Sub-Saharan Africa,11060261,0.0,71000000.0,0.0,0.0,0.0,20767536.93,0.0,0.0,47815,8769836769.0,0.0
1989,AGO,Angola,Lower middle income,Sub-Saharan Africa,11439498,0.0,104000000.0,0.0,0.0,0.0,20767536.93,0.0,0.0,46755,10201780977.0,0.0
1990,AGO,Angola,Lower middle income,Sub-Saharan Africa,11828638,0.0,150000000.0,0.0,0.0,0.0,20767536.93,0.0,0.0,47663,11229515599.0,0.0
1991,AGO,Angola,Lower middle income,Sub-Saharan Africa,12228691,0.0,124500000.0,0.0,0.0,0.0,20767536.93,4.489,0.0,33925,12704558517.0,0.0
1992,AGO,Angola,Lower middle income,Sub-Saharan Africa,12632507,0.0,121637000.0,0.0,0.0,0.0,20767536.93,4.487,-0.002,39196,15114352005.0,0.0
1993,AGO,Angola,Lower middle income,Sub-Saharan Africa,13038270,0.0,132900000.0,0.0,0.0,0.0,20767536.93,4.531,0.044,38883,11051939102.0,0.0
1994,AGO,Angola,Lower middle income,Sub-Saharan Africa,13462031,0.0,148900000.0,0.0,0.0,0.0,20767536.93,4.395,-0.136,45272,3390500000.0,0.0
1995,AGO,Angola,Lower middle income,Sub-Saharan Africa,13912253,0.0,209546000.0,0.0,0.0,0.0,20767536.93,4.304,-0.091,40855,5561222222.0,0.0
1996,AGO,Angola,Lower middle income,Sub-Saharan Africa,14383350,0.0,173802000.0,0.357496689,5142000.0,75269640.09,20767536.93,4.274,-0.03,45356,7526963964.0,0.000683143964099361
1997,AGO,Angola,Lower middle income,Sub-Saharan Africa,14871146,0.0,179950000.0,0.0,0.0,0.0,20767536.93,4.262,-0.012,49960,7648377413.0,0.0
1998,AGO,Angola,Lower middle income,Sub-Saharan Africa,15366864,0.0,201650000.0,0.0,0.0,0.0,20767536.93,4.234,-0.028,51856,6506229607.0,0.0
1999,AGO,Angola,Lower middle income,Sub-Saharan Africa,15870753,0.0,263070000.0,0.0,0.0,0.0,20767536.93,4.206,-0.028,51687,6152922943.0,0.0
2000,AGO,Angola,Lower middle income,Sub-Saharan Africa,16394062,0.0,266290000.0,0.0,0.0,0.0,20767536.93,4.163,-0.043,53527,9129594819.0,0.0
2001,AGO,Angola,Lower middle income,Sub-Saharan Africa,16941587,0.0,216060000.0,0.0,0.0,0.0,20767536.93,4.119,-0.044,56959,8936079253.0,0.0
2002,AGO,Angola,Lower middle income,Sub-Saharan Africa,17516139,0.0,223507959.1,0.0,0.0,0.0,20767536.93,4.043,-0.076,60505,15285592487.0,0.0
2003,AGO,Angola,Lower middle income,Sub-Saharan Africa,18124342,0.0,229849970.0,0.0,0.0,0.0,20767536.93,4.043,0.0,59438,17812704626.0,0.0
2004,AGO,Angola,Lower middle income,Sub-Saharan Africa,18771125,0.0,296009591.2,0.0,0.0,0.0,20767536.93,3.972,-0.071,66585,23552057820.0,0.0
2005,AGO,Angola,Lower middle income,Sub-Saharan Africa,19450959,-100.0,214905215.9,0.0,0.0,0.0,20767536.93,3.915,-0.057,64009,36970901025.0,0.0
2006,AGO,Angola,Lower middle income,Sub-Saharan Africa,20162340,0.0,412666785.0,0.0,0.0,0.0,20767536.93,3.882,-0.033,70170,52381025105.0,0.0
2007,AGO,Angola,Lower middle income,Sub-Saharan Africa,20909684,0.0,602671451.3,0.0,0.0,0.0,20767536.93,3.827,-0.055,73940,65266415707.0,0.0
2008,AGO,Angola,Lower middle income,Sub-Saharan Africa,21691522,inf,669453676.0,3.784151246,82084000.0,885386652.5,20767536.93,3.791,-0.036,73804,88538664888.0,0.0009270977838194754
2009,AGO,Angola,Lower middle income,Sub-Saharan Africa,22507674,-99.80220445,715962015.8,0.007213473,162358.5,703072832.5,20767536.93,3.78,-0.011,77265,70307196477.0,2.309272850228259e-06
2010,AGO,Angola,Lower middle income,Sub-Saharan Africa,23364185,10969.35393,714458886.0,0.769213093,17972037.0,816995257.5,20767536.93,9.43,5.65,90016,81699526881.0,0.00021997724694510523
2011,AGO,Angola,Lower middle income,Sub-Saharan Africa,24259111,-98.86072402,564261541.6,0.008440173,204751.1,1094363856.0,20767536.93,7.36,-2.07,94709,109000000000.0,1.8784504587155965e-06
2012,AGO,Angola,Lower middle income,Sub-Saharan Africa,25188292,19606.29412,2051320868.0,1.601889242,40348853.99,1249982117.0,20767536.93,8.064,0.704,96056,125000000000.0,0.00032279083192
2013,AGO,Angola,Lower middle income,Sub-Saharan Africa,26147002,-9.198384298,2395965856.0,1.401208878,36637411.34,1334015803.0,20767536.93,8.834,0.77,91528,133000000000.0,0.0002754692581954887
2014,AGO,Angola,Lower middle income,Sub-Saharan Africa,27128337,-15.46586362,2746615873.0,1.141651966,30971119.27,1372444381.0,20767536.93,9.58,0.746,84532,137000000000.0,0.00022606656401459853
2015,AGO,Angola,Lower middle income,Sub-Saharan Africa,28127721,-64.11265766,1252909012.0,0.395151516,11114711.6,872193027.2,20767536.93,9.584,0.004,74170,87219300385.0,0.0001274340834074325
2016,AGO,Angola,Lower middle income,Sub-Saharan Africa,29154746,-64.11919154,1176110314.0,0.136788994,3988048.38,498404933.6,20767536.93,9.586,0.002,91623,49840491178.0,8.001623350293861e-05
2017,AGO,Angola,Lower middle income,Sub-Saharan Africa,30208628,-64.43885066,961415276.2,0.046946715,1418195.84,689727609.8,20767536.93,9.535,-0.051,77733,68972769396.0,2.0561677491265805e-05
2018,AGO,Angola,Lower middle income,Sub-Saharan Africa,31273533,11.35606984,681627015.5,0.050497881,1579247.15,777929352.0,20767536.93,9.522,-0.013,61632,77792944472.0,2.0300647580815224e-05
2019,AGO,Angola,Lower middle income,Sub-Saharan Africa,32353588,118.1718972,549082042.6,0.106494324,3445473.468,693091056.6,20767536.93,9.481,-0.041,58986,69309110146.0,4.971169678476743e-05
2020,AGO,Angola,Lower middle income,Sub-Saharan Africa,33428486,133.7284257,576471436.8,0.240903848,8053050.894,502413691.3,20767536.93,10.35,0.869,7557,50241368244.0,0.0001602872528250009
2021,AGO,Angola,Lower middle income,Sub-Saharan Africa,34503774,56.84924243,445400143.8,0.366080224,12631149.32,656854338.8,20767536.93,10.384,0.034,29089,65685435100.0,0.00019229756643569833
2022,AGO,Angola,Lower middle income,Sub-Saharan Africa,35588987,10.88057884,517668187.4,0.393534423,14005491.48,1067136206.0,20767536.93,10.209,-0.175,0,107000000000.0,0.00013089244373831776
1970,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64517,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-862,0.0,
1971,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64769,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1203,0.0,
1972,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64695,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1422,0.0,
1973,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64463,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1430,0.0,
1974,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64218,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1335,0.0,
1975,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64035,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1203,0.0,
1976,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,63990,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1063,0.0,
1977,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64117,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-945,77496753.7,0.0
1978,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64329,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-890,87879341.48,0.0
1979,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64609,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-848,109079978.9,0.0
1980,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64889,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-828,131431026.7,0.0
1981,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,65076,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-811,147841734.4,0.0
1982,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,65231,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-793,164369278.9,0.0
1983,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,65408,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-759,182144093.0,0.0
1984,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,65362,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1208,208372846.3,0.0
1985,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,65048,0.0,0.0,0.0,0.0,0.0,9874691.494,0.0,0.0,-1302,240923924.8,0.0
1986,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64712,0.0,11148148.54,172.8456149,11185185.43,2904401.408,9874691.494,0.0,0.0,-1224,290440140.7,0.03851115552775244
1987,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64353,5.000001328,10925926.21,182.5003473,11744444.85,3371748.618,9874691.494,0.0,0.0,-1231,337174861.9,0.03483191120423204
1988,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,63982,5.045723724,4314815.044,192.8204353,12337037.09,3986377.278,9874691.494,0.0,0.0,-1224,398637727.8,0.030947991696836076
1989,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,63636,6.964878145,9474074.364,207.3715615,13196296.69,4387947.885,9874691.494,0.0,0.0,-1181,438794788.5,0.030073959481403456
1990,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,63328,-5.02385575,6311111.111,197.9114101,12533333.78,4594703.704,9874691.494,0.0,0.0,-1145,459470370.4,0.027277784569849164
1991,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,63634,-75.67966984,7867901.325,47.9012502,3048148.155,4817074.071,9874691.494,0.0,0.0,223,481707407.4,0.00632780004661394
1992,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,64659,-10.93559883,9424691.2,41.98665153,2714814.901,4992814.815,9874691.494,0.0,0.0,405,499281481.5,0.005437443609652484
1993,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,65834,328.3765381,10981481.48,176.6508201,11629630.09,5351740.741,9874691.494,0.0,0.0,484,535174074.1,0.021730555818791297
1994,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,67072,2.738846185,8396296.296,178.1391306,11948147.77,5894296.297,9874691.494,0.0,0.0,513,589429629.6,0.02027069419314444
1995,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,68398,-72.10167368,7859259.259,48.73436729,3333333.254,5772814.818,9874691.494,0.0,0.0,528,577281481.5,0.005774190513332793
1996,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,69798,168.2222286,2051851.852,128.0945119,8940740.741,6337296.296,9874691.494,0.0,0.0,478,633729629.6,0.014108131170453956
1997,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,71218,6.669428331,1111111.111,133.9132949,9537037.037,6806185.183,9874691.494,0.0,0.0,493,680618518.5,0.014012309065610592
1998,ATG,Antigua and Barbuda,High income,Latin America & Caribbean,72572,96.66019422,1085185.185,258.4406598,18755555.56,7278592.594,9874691.494,0.0,0.0,465,727859259.3,0.02576810739213193
