Year,country_code,country_name,gdp,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration
2016,AND,Andorra,0,High income,Europe & Central Asia,72540,0,0,0,0,0,18608450.97,0,0,1303
2017,AND,Andorra,0,High income,Europe & Central Asia,73837,0,0,0,0,0,18608450.97,0,0,887
2018,AND,Andorra,0,High income,Europe & Central Asia,75013,0,0,0,0,0,18608450.97,0,0,1184
2019,AND,Andorra,0.668748058,High income,Europe & Central Asia,76343,0,91484853.44,276.3842134,21100000,31551493.49,18608450.97,0,0,1238
2020,AND,Andorra,1.64013507,High income,Europe & Central Asia,77700,124.7219135,83804274.98,610.2486968,47416323.74,28910011.5,18608450.97,0,0,1474
2021,AND,Andorra,0,High income,Europe & Central Asia,79034,0,70514090.7,0,0,0,18608450.97,0,0,1377
2022,AND,Andorra,0,High income,Europe & Central Asia,79824,0,0,0,0,0,18608450.97,0,0,0
1970,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,6029700,0,0,0,0,0,20767536.93,0,0,-36455
1971,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,6177049,0,0,0,0,0,20767536.93,0,0,3219
1972,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,6364731,0,0,0,0,0,20767536.93,0,0,35014
1973,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,6578230,0,0,0,0,0,20767536.93,0,0,40182
1974,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,6802494,0,0,0,0,0,20767536.93,0,0,39146
1975,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,7032713,0,0,0,0,0,20767536.93,0,0,38725
1976,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,7266780,0,0,0,0,0,20767536.93,0,0,35245
1977,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,7511895,0,0,0,0,0,20767536.93,0,0,44937
1978,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,7771590,0,0,0,0,0,20767536.93,0,0,45001
1979,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,8043218,0,0,0,0,0,20767536.93,0,0,47175
1980,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,8330047,0,0,0,0,0,20767536.93,0,0,53078
1981,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,8631457,0,0,0,0,0,20767536.93,0,0,52138
1982,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,8947152,0,0,0,0,0,20767536.93,0,0,55830
1983,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,9276707,0,0,0,0,0,20767536.93,0,0,61000
1984,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,9617702,0,0,0,0,0,20767536.93,0,0,57744
1985,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,9970621,0,79000000,0,0,0,20767536.93,0,0,54953
1986,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,10332574,0,89000000,0,0,0,20767536.93,0,0,47774
1987,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,10694057,0,77000000,0,0,0,20767536.93,0,0,46192
1988,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,11060261,0,71000000,0,0,0,20767536.93,0,0,47815
1989,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,11439498,0,104000000,0,0,0,20767536.93,0,0,46755
1990,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,11828638,0,150000000,0,0,0,20767536.93,0,0,47663
1991,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,12228691,0,124500000,0,0,0,20767536.93,4.489,0,33925
1992,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,12632507,0,121637000,0,0,0,20767536.93,4.487,-0.002,39196
1993,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,13038270,0,132900000,0,0,0,20767536.93,4.531,0.044,38883
1994,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,13462031,0,148900000,0,0,0,20767536.93,4.395,-0.136,45272
1995,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,13912253,0,209546000,0,0,0,20767536.93,4.304,-0.091,40855
1996,AGO,Angola,0.068314396,Lower middle income,Sub-Saharan Africa,14383350,0,173802000,0.357496689,5142000,75269640.09,20767536.93,4.274,-0.03,45356
1997,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,14871146,0,179950000,0,0,0,20767536.93,4.262,-0.012,49960
1998,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,15366864,0,201650000,0,0,0,20767536.93,4.234,-0.028,51856
1999,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,15870753,0,263070000,0,0,0,20767536.93,4.206,-0.028,51687
2000,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,16394062,0,266290000,0,0,0,20767536.93,4.163,-0.043,53527
2001,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,16941587,0,216060000,0,0,0,20767536.93,4.119,-0.044,56959
2002,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,17516139,0,223507959.1,0,0,0,20767536.93,4.043,-0.076,60505
2003,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,18124342,0,229849970,0,0,0,20767536.93,4.043,0,59438
2004,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,18771125,0,296009591.2,0,0,0,20767536.93,3.972,-0.071,66585
2005,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,19450959,-100,214905215.9,0,0,0,20767536.93,3.915,-0.057,64009
2006,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,20162340,0,412666785,0,0,0,20767536.93,3.882,-0.033,70170
2007,AGO,Angola,0,Lower middle income,Sub-Saharan Africa,20909684,0,602671451.3,0,0,0,20767536.93,3.827,-0.055,73940
2008,AGO,Angola,0.092709778,Lower middle income,Sub-Saharan Africa,21691522,inf,669453676,3.784151246,82084000,885386652.5,20767536.93,3.791,-0.036,73804
2009,AGO,Angola,0.000230927,Lower middle income,Sub-Saharan Africa,22507674,-99.80220445,715962015.8,0.007213473,162358.5,703072832.5,20767536.93,3.78,-0.011,77265
2010,AGO,Angola,0.021997725,Lower middle income,Sub-Saharan Africa,23364185,10969.35393,714458886,0.769213093,17972037,816995257.5,20767536.93,9.43,5.65,90016
2011,AGO,Angola,0.000187096,Lower middle income,Sub-Saharan Africa,24259111,-98.86072402,564261541.6,0.008440173,204751.1,1094363856,20767536.93,7.36,-2.07,94709
2012,AGO,Angola,0.032279545,Lower middle income,Sub-Saharan Africa,25188292,19606.29412,2051320868,1.601889242,40348853.99,1249982117,20767536.93,8.064,0.704,96056
2013,AGO,Angola,0.027464001,Lower middle income,Sub-Saharan Africa,26147002,-9.198384298,2395965856,1.401208878,36637411.34,1334015803,20767536.93,8.834,0.77,91528
2014,AGO,Angola,0.022566393,Lower middle income,Sub-Saharan Africa,27128337,-15.46586362,2746615873,1.141651966,30971119.27,1372444381,20767536.93,9.58,0.746,84532
2015,AGO,Angola,0.012743408,Lower middle income,Sub-Saharan Africa,28127721,-64.11265766,1252909012,0.395151516,11114711.6,872193027.2,20767536.93,9.584,0.004,74170
2016,AGO,Angola,0.008001623,Lower middle income,Sub-Saharan Africa,29154746,-64.11919154,1176110314,0.136788994,3988048.38,498404933.6,20767536.93,9.586,0.002,91623
2017,AGO,Angola,0.002056168,Lower middle income,Sub-Saharan Africa,30208628,-64.43885066,961415276.2,0.046946715,1418195.84,689727609.8,20767536.93,9.535,-0.051,77733
2018,AGO,Angola,0.002030065,Lower middle income,Sub-Saharan Africa,31273533,11.35606984,681627015.5,0.050497881,1579247.15,777929352,20767536.93,9.522,-0.013,61632
2019,AGO,Angola,0.00497117,Lower middle income,Sub-Saharan Africa,32353588,118.1718972,549082042.6,0.106494324,3445473.468,693091056.6,20767536.93,9.481,-0.041,58986
2020,AGO,Angola,0.016028725,Lower middle income,Sub-Saharan Africa,33428486,133.7284257,576471436.8,0.240903848,8053050.894,502413691.3,20767536.93,10.35,0.869,7557
2021,AGO,Angola,0.019229757,Lower middle income,Sub-Saharan Africa,34503774,56.84924243,445400143.8,0.366080224,12631149.32,656854338.8,20767536.93,10.384,0.034,29089
2022,AGO,Angola,0.013124371,Lower middle income,Sub-Saharan Africa,35588987,10.88057884,517668187.4,0.393534423,14005491.48,1067136206,20767536.93,10.209,-0.175,0
1970,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64517,0,0,0,0,0,9874691.494,0,0,-862
1971,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64769,0,0,0,0,0,9874691.494,0,0,-1203
1972,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64695,0,0,0,0,0,9874691.494,0,0,-1422
1973,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64463,0,0,0,0,0,9874691.494,0,0,-1430
1974,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64218,0,0,0,0,0,9874691.494,0,0,-1335
1975,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64035,0,0,0,0,0,9874691.494,0,0,-1203
1976,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,63990,0,0,0,0,0,9874691.494,0,0,-1063
1977,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64117,0,0,0,0,0,9874691.494,0,0,-945
1978,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64329,0,0,0,0,0,9874691.494,0,0,-890
1979,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64609,0,0,0,0,0,9874691.494,0,0,-848
1980,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,64889,0,0,0,0,0,9874691.494,0,0,-828
1981,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,65076,0,0,0,0,0,9874691.494,0,0,-811
1982,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,65231,0,0,0,0,0,9874691.494,0,0,-793
1983,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,65408,0,0,0,0,0,9874691.494,0,0,-759
1984,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,65362,0,0,0,0,0,9874691.494,0,0,-1208
1985,ATG,Antigua and Barbuda,0,High income,Latin America & Caribbean,65048,0,0,0,0,0,9874691.494,0,0,-1302
1986,ATG,Antigua and Barbuda,3.851115552,High income,Latin America & Caribbean,64712,0,11148148.54,172.8456149,11185185.43,2904401.408,9874691.494,0,0,-1224
1987,ATG,Antigua and Barbuda,3.483191121,High income,Latin America & Caribbean,64353,5.000001328,10925926.21,182.5003473,11744444.85,3371748.618,9874691.494,0,0,-1231
1988,ATG,Antigua and Barbuda,3.09479917,High income,Latin America & Caribbean,63982,5.045723724,4314815.044,192.8204353,12337037.09,3986377.278,9874691.494,0,0,-1224
1989,ATG,Antigua and Barbuda,3.007395948,High income,Latin America & Caribbean,63636,6.964878145,9474074.364,207.3715615,13196296.69,4387947.885,9874691.494,0,0,-1181
1990,ATG,Antigua and Barbuda,2.727778457,High income,Latin America & Caribbean,63328,-5.02385575,6311111.111,197.9114101,12533333.78,4594703.704,9874691.494,0,0,-1145
1991,ATG,Antigua and Barbuda,0.632780005,High income,Latin America & Caribbean,63634,-75.67966984,7867901.325,47.9012502,3048148.155,4817074.071,9874691.494,0,0,223
1992,ATG,Antigua and Barbuda,0.543744361,High income,Latin America & Caribbean,64659,-10.93559883,9424691.2,41.98665153,2714814.901,4992814.815,9874691.494,0,0,405
1993,ATG,Antigua and Barbuda,2.173055582,High income,Latin America & Caribbean,65834,328.3765381,10981481.48,176.6508201,11629630.09,5351740.741,9874691.494,0,0,484
1994,ATG,Antigua and Barbuda,2.027069419,High income,Latin America & Caribbean,67072,2.738846185,8396296.296,178.1391306,11948147.77,5894296.297,9874691.494,0,0,513
1995,ATG,Antigua and Barbuda,0.577419051,High income,Latin America & Caribbean,68398,-72.10167368,7859259.259,48.73436729,3333333.254,5772814.818,9874691.494,0,0,528
1996,ATG,Antigua and Barbuda,1.410813117,High income,Latin America & Caribbean,69798,168.2222286,2051851.852,128.0945119,8940740.741,6337296.296,9874691.494,0,0,478
1997,ATG,Antigua and Barbuda,1.401230907,High income,Latin America & Caribbean,71218,6.669428331,1111111.111,133.9132949,9537037.037,6806185.183,9874691.494,0,0,493
1998,ATG,Antigua and Barbuda,2.576810739,High income,Latin America & Caribbean,72572,96.66019422,1085185.185,258.4406598,18755555.56,7278592.594,9874691.494,0,0,465
1999,ATG,Antigua and Barbuda,2.40073668,High income,Latin America & Caribbean,73821,-1.925355497,1581851.852,249.1763108,18394444.44,7661999.999,9874691.494,0,0,390
2000,ATG,Antigua and Barbuda,2.098691287,High income,Latin America & Caribbean,75055,-5.716299198,1558148.148,231.0700548,17342962.96,8263703.703,9874691.494,0,0,271
2001,ATG,Antigua and Barbuda,2.957803174,High income,Latin America & Caribbean,76215,36.52030927,1564444.444,310.6562576,23676666.67,8004814.816,9874691.494,0,0,148
2002,ATG,Antigua and Barbuda,1.748832334,High income,Latin America & Caribbean,77195,-39.84724764,1411481.481,184.4959734,14242166.67,8143814.815,9874691.494,0,0,51
2003,ATG,Antigua and Barbuda,1.91175944,High income,Latin America & Caribbean,78075,14.95608372,1489292.593,209.6988414,16372237.04,8563962.964,9874691.494,0,0,41
2004,ATG,Antigua and Barbuda,1.913782633,High income,Latin America & Caribbean,78941,7.508985406,1566737.037,222.9719148,17601625.93,9197296.3,9874691.494,0,0,101
2005,ATG,Antigua and Barbuda,1.789457639,High income,Latin America & Caribbean,79869,3.99885194,1670140.741,229.1939162,18305488.89,10229629.63,9874691.494,0,0,202
2006,ATG,Antigua and Barbuda,1.669373642,High income,Latin America & Caribbean,80895,5.573363739,1837154.815,238.898824,19325720.37,11576629.63,9874691.494,0,0,314
2007,ATG,Antigua and Barbuda,1.58317581,High income,Latin America & Caribbean,82016,7.542107834,2131100.37,253.4052751,20783287.04,13127592.6,9874691.494,0,0,372
2008,ATG,Antigua and Barbuda,1.593232221,High income,Latin America & Caribbean,83251,5.028634537,2367652.222,262.1998846,21828402.59,13700703.7,9874691.494,0,0,369
2009,ATG,Antigua and Barbuda,1.681854642,High income,Latin America & Caribbean,84534,-5.358540073,2122362.963,244.3835485,20658718.89,12283296.29,9874691.494,0,0,338
2010,ATG,Antigua and Barbuda,1.758306491,High income,Latin America & Caribbean,85695,-2.231756105,2066960,235.6924753,20197666.67,11487000,9874691.494,0,0,295
2011,ATG,Antigua and Barbuda,1.783750822,High income,Latin America & Caribbean,86729,0.470070784,2047116.296,233.9772164,20292610,11376370.37,9874691.494,0,0,247
2012,ATG,Antigua and Barbuda,1.738093436,High income,Latin America & Caribbean,87674,2.777415029,2157660.741,237.8837512,20856220,11999481.48,9874691.494,0,0,203
2013,ATG,Antigua and Barbuda,1.788258822,High income,Latin America & Caribbean,88497,1.299999425,2222448.148,238.7352197,21127350.74,11814481.48,9874691.494,0,0,156
2014,ATG,Antigua and Barbuda,2.566804883,High income,Latin America & Caribbean,89236,51.83264871,52088361.55,359.4761781,32078216.23,12497333.34,9874691.494,0,0,108
2015,ATG,Antigua and Barbuda,2.337441865,High income,Latin America & Caribbean,89941,-2.599284087,52822644.38,347.3878683,31244412.26,13366925.92,9874691.494,0,0,60
2016,ATG,Antigua and Barbuda,1.858969167,High income,Latin America & Caribbean,90564,-14.52655461,54742927.5,294.8818035,26705675.65,14365851.85,9874691.494,0,0,16
2017,ATG,Antigua and Barbuda,1.636292343,High income,Latin America & Caribbean,91119,-10.05640649,55445390.11,263.6118082,24020044.35,14679555.55,9874691.494,0,0,0
2018,ATG,Antigua and Barbuda,2.04192861,High income,Latin America & Caribbean,91626,36.42050299,54174267.55,357.6306433,32768265.32,16047703.7,9874691.494,0,0,0
2019,ATG,Antigua and Barbuda,2.200978906,High income,Latin America & Caribbean,92117,12.53351909,47772733.22,400.3091949,36875282.11,16754037.04,9874691.494,0,0,0
2020,ATG,Antigua and Barbuda,2.557315518,High income,Latin America & Caribbean,92664,-1.775691175,44608057.25,390.879856,36220490.98,14163481.48,9874691.494,0,0,0
2021,ATG,Antigua and Barbuda,2.900692934,High income,Latin America & Caribbean,93219,24.97304475,52574952.04,485.5860973,45265850.4,15605185.19,9874691.494,0,0,0
2022,ATG,Antigua and Barbuda,1.968021743,High income,Latin America & Caribbean,93763,-23.58472726,0,368.9090904,34590023.04,17576037.03,9874691.494,0,0,0
1970,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,23842803,0,0,0,0,0,303314139.4,0,0,38356
1971,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,24223379,0,0,0,0,0,303314139.4,0,0,36056
1972,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,24612794,0,0,0,0,0,303314139.4,0,0,36601
1973,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,25020588,0,0,0,0,0,303314139.4,0,0,39199
1974,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,25449754,0,0,0,0,0,303314139.4,0,0,43652
1975,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,25875558,0,0,0,0,0,303314139.4,0,0,-5357
1976,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,26290257,0,0,0,0,0,303314139.4,0,0,-10308
1977,ARG,Argentina,0,Upper middle income,Latin America & Caribbean,26713780,0,0,0,0,0,303314139.4,0,0,-14695
1978,ARG,Argentina,0.02919726,Upper middle income,Latin America & Caribbean,27146121,0,16000000,0.957779566,26000000,890494519,303314139.4,0,0,-14673
1979,ARG,Argentina,0.06064778,Upper middle income,Latin America & Caribbean,27584134,61.53846154,28000000,1.522614413,42000000,692523287.7,303314139.4,0,0,-10236
1980,ARG,Argentina,0.072763254,Upper middle income,Latin America & Caribbean,28024803,33.33333333,36000000,1.998229925,56000000,769619236.7,303314139.4,0,0,-3466
1981,ARG,Argentina,0.053382925,Upper middle income,Latin America & Caribbean,28471285,-25,27000000,1.47517051,42000000,786768428.3,303314139.4,0,0,10366
1982,ARG,Argentina,0.03321176,Upper middle income,Latin America & Caribbean,28922762,-33.33333333,18000000,0.968095647,28000000,843074862.6,303314139.4,0,0,19326
1983,ARG,Argentina,0.026928487,Upper middle income,Latin America & Caribbean,29377137,0,19000000,0.953122151,28000000,1039791058,303314139.4,0,0,29062
1984,ARG,Argentina,0.0273703,Upper middle income,Latin America & Caribbean,29832197,14.28571429,22000000,1.072666556,32000000,1169150503,303314139.4,0,0,30810
1985,ARG,Argentina,0.030629299,Upper middle income,Latin America & Caribbean,30287112,-15.625,18000000,0.891468292,27000000,881508910.8,303314139.4,0,0,31967
1986,ARG,Argentina,0.030225071,Upper middle income,Latin America & Caribbean,30748326,18.51851852,20000000,1.040707062,32000000,1058723733,303314139.4,0,0,32496
1987,ARG,Argentina,0.031246874,Upper middle income,Latin America & Caribbean,31216453,6.25,21000000,1.089169228,34000000,1088108846,303314139.4,0,0,32345
1988,ARG,Argentina,0.023863145,Upper middle income,Latin America & Caribbean,31690792,-10.94117444,45360000.61,0.955482611,30280000.69,1268902347,303314139.4,0,0,30243
1989,ARG,Argentina,0.034660177,Upper middle income,Latin America & Caribbean,32165766,-12.28534061,69720001.22,0.825722586,26559999.47,766297283.2,303314139.4,0,0,20445
1990,ARG,Argentina,0.016158171,Upper middle income,Latin America & Caribbean,32637657,-14.00602182,94080001.83,0.699805141,22840000.15,1413526330,303314139.4,0,0,6021
1991,ARG,Argentina,0.010078011,Upper middle income,Latin America & Caribbean,33105763,-16.28721228,118440002.4,0.577542975,19120000.84,1897199838,303314139.4,5.44,0,-8569
1992,ARG,Argentina,0.006731387,Upper middle income,Latin America & Caribbean,33568285,-19.45607247,142800000,0.458766351,15399999.62,2287789964,303314139.4,6.36,0.92,-13201
1993,ARG,Argentina,0.024372553,Upper middle income,Latin America & Caribbean,34027240,274.6753389,163100000,1.695700291,57700000.76,2367417183,303314139.4,10.1,3.74,-16383
1994,ARG,Argentina,0.024238658,Upper middle income,Latin America & Caribbean,34488696,8.145581816,176600000,1.809288514,62400001.53,2574400015,303314139.4,11.76,1.66,-18725
